,최초승차역ID,최종하차역ID,총통행거리,이용량,이비카드정류장ID_승차,정류소명_승차,표준정류장ID_승차,WGS84위도_승차,WGS84경도_승차,이비카드정류장ID_하차,정류소명_하차,표준정류장ID_하차,WGS84위도_하차,WGS84경도_하차,직선거리
316237,4130370.0,4199618.0,9084,1,4130370.0,구장삼거리,233001031.0,37.1679833,126.8959167,4199618.0,한일베라체.행정초교,233001854.0,37.1260167,126.92421670000002,5.29788
316239,4130371.0,4102869.0,17324,1,4130371.0,구장삼거리,233001030.0,37.1680167,126.89601670000002,4102869.0,사강시장,233000859.0,37.2131833,126.7369167,14.96139
316241,4130371.0,4130392.0,13053,1,4130371.0,구장삼거리,233001030.0,37.1680167,126.89601670000002,4130392.0,대광아파트,233000191.0,37.1942667,126.8340333,6.21881
316242,4130371.0,4130392.0,13213,1,4130371.0,구장삼거리,233001030.0,37.1680167,126.89601670000002,4130392.0,대광아파트,233000191.0,37.1942667,126.8340333,6.21881
316243,4130371.0,4130395.0,15664,1,4130371.0,구장삼거리,233001030.0,37.1680167,126.89601670000002,4130395.0,신남3통.서부경찰서,233002008.0,37.1762833,126.81458329999998,7.27354
316248,4130372.0,4170960.0,31900,1,4130372.0,창곡3리,233001751.0,37.1774,126.8897167,4170960.0,구장사거리앞,233002052.0,37.16975,126.89335,0.90952
316249,4130373.0,4119454.0,53703,2,4130373.0,율암삼거리,233001034.0,37.167,126.88135,4119454.0,하피랜드,233002161.0,37.1692167,126.8885667,0.68531
316259,4130374.0,4116683.0,19900,1,4130374.0,율암삼거리,233000201.0,37.1668,126.8807833,4116683.0,한국농수산대학,233000591.0,37.2291167,126.97035,10.53328
316268,4130374.0,4120441.0,8930,1,4130374.0,율암삼거리,233000201.0,37.1668,126.8807833,4120441.0,향남고등학교,233002074.0,37.1277167,126.92681670000002,5.96097
316269,4130374.0,4130228.0,15903,1,4130374.0,율암삼거리,233000201.0,37.1668,126.8807833,4130228.0,부처내,233000031.0,37.12265,126.99656670000002,11.37623
316273,4130374.0,4198442.0,22147,1,4130374.0,율암삼거리,233000201.0,37.1668,126.8807833,4198442.0,KEB하나은행발안지점,233001934.0,37.1333667,126.9107833,4.57058
316274,4130374.0,4199618.0,9360,1,4130374.0,율암삼거리,233000201.0,37.1668,126.8807833,4199618.0,한일베라체.행정초교,233001854.0,37.1260167,126.92421670000002,5.94852
316277,4130376.0,4130228.0,15999,1,4130376.0,팔탄공단앞,233001035.0,37.1707,126.8766,4130228.0,부처내,233000031.0,37.12265,126.99656670000002,11.89986
316296,4130384.0,4102910.0,11612,1,4130384.0,금광포란재아파트,233000192.0,37.1833667,126.85505,4102910.0,비봉초등학교후문,233000722.0,37.2362167,126.8682333,5.9915
316331,4130387.0,4102901.0,17250,1,4130387.0,동화휴먼시아6단지,233001758.0,37.2148333,126.96055,4102901.0,북양1통,233000771.0,37.21895,126.8318,11.41003
316332,4130387.0,4102909.0,15000,1,4130387.0,동화휴먼시아6단지,233001758.0,37.2148333,126.96055,4102909.0,비봉초등학교후문.삼화3리,233000777.0,37.2363167,126.86815,8.52273
316333,4130387.0,4102911.0,11900,1,4130387.0,동화휴먼시아6단지,233001758.0,37.2148333,126.96055,4102911.0,비봉중고등학교,233000778.0,37.2367167,126.8732167,8.10631
316355,4130387.0,4116671.0,6200,1,4130387.0,동화휴먼시아6단지,233001758.0,37.2148333,126.96055,4116671.0,수원대학교,233000576.0,37.2141667,126.97915,1.64875
316356,4130387.0,4116676.0,3483,1,4130387.0,동화휴먼시아6단지,233001758.0,37.2148333,126.96055,4116676.0,동일하이빌.화성고용센터,233001658.0,37.2163833,126.9583,0.26344
316378,4130387.0,4117316.0,4700,2,4130387.0,동화휴먼시아6단지,233001758.0,37.2148333,126.96055,4117316.0,수영오거리.방송통신대입구,233000783.0,37.23695,126.962,2.46261
316384,4130387.0,4117325.0,4600,2,4130387.0,동화휴먼시아6단지,233001758.0,37.2148333,126.96055,4117325.0,가톨릭대학교,233000830.0,37.1935667,126.9390833,3.03423
316385,4130387.0,4117325.0,5740,1,4130387.0,동화휴먼시아6단지,233001758.0,37.2148333,126.96055,4117325.0,가톨릭대학교,233000830.0,37.1935667,126.9390833,3.03423
316386,4130387.0,4117339.0,8190,1,4130387.0,동화휴먼시아6단지,233001758.0,37.2148333,126.96055,4117339.0,진우아파트,233000823.0,37.1625833,126.9311,6.36876
316387,4130387.0,4117339.0,8660,2,4130387.0,동화휴먼시아6단지,233001758.0,37.2148333,126.96055,4117339.0,진우아파트,233000823.0,37.1625833,126.9311,6.36876
316397,4130387.0,4130157.0,2310,3,4130387.0,동화휴먼시아6단지,233001758.0,37.2148333,126.96055,4130157.0,장안대학,233000833.0,37.2141,126.9437,1.49435
316398,4130387.0,4130159.0,3330,5,4130387.0,동화휴먼시아6단지,233001758.0,37.2148333,126.96055,4130159.0,왕림휴게소,233000832.0,37.20446670000001,126.94275,1.95285
316399,4130387.0,4130159.0,3454,1,4130387.0,동화휴먼시아6단지,233001758.0,37.2148333,126.96055,4130159.0,왕림휴게소,233000832.0,37.20446670000001,126.94275,1.95285
316401,4130387.0,4130292.0,1030,2,4130387.0,동화휴먼시아6단지,233001758.0,37.2148333,126.96055,4130292.0,국민체육센터,233002218.0,37.2214,126.9522167,1.03811
316402,4130387.0,4130357.0,12160,1,4130387.0,동화휴먼시아6단지,233001758.0,37.2148333,126.96055,4130357.0,발안삼거리.바다마트,233001558.0,37.1359167,126.91095,9.814
316403,4130387.0,4131032.0,780,1,4130387.0,동화휴먼시아6단지,233001758.0,37.2148333,126.96055,4131032.0,상봉초등학교,233001660.0,37.21835,126.95381670000002,0.71303
316404,4130387.0,4131034.0,180,1,4130387.0,동화휴먼시아6단지,233001758.0,37.2148333,126.96055,4131034.0,중심상가.화성고용센터,233001659.0,37.2161,126.9591167,0.1896
316405,4130387.0,4151651.0,36798,1,4130387.0,동화휴먼시아6단지,233001758.0,37.2148333,126.96055,4151651.0,병점역사거리,233000702.0,37.2069167,127.0356333,6.70719
316414,4130387.0,4170498.0,490,1,4130387.0,동화휴먼시아6단지,233001758.0,37.2148333,126.96055,4170498.0,동화휴먼시아1단지.상봉초등학교,233002085.0,37.2177,126.95645,0.48314
316416,4130387.0,4170805.0,11990,1,4130387.0,동화휴먼시아6단지,233001758.0,37.2148333,126.96055,4170805.0,발안초등학교,233000632.0,37.1310333,126.9121667,10.25693
316417,4130387.0,4170805.0,12320,1,4130387.0,동화휴먼시아6단지,233001758.0,37.2148333,126.96055,4170805.0,발안초등학교,233000632.0,37.1310333,126.9121667,10.25693
316418,4130387.0,4170819.0,14010,2,4130387.0,동화휴먼시아6단지,233001758.0,37.2148333,126.96055,4170819.0,에일린의뜰,233002103.0,37.1278667,126.9206167,10.29722
316419,4130387.0,4170841.0,13250,1,4130387.0,동화휴먼시아6단지,233001758.0,37.2148333,126.96055,4170841.0,향남홈플러스,233002326.0,37.1313667,126.92235,9.87894
316426,4130387.0,4198442.0,11880,1,4130387.0,동화휴먼시아6단지,233001758.0,37.2148333,126.96055,4198442.0,KEB하나은행발안지점,233001934.0,37.1333667,126.9107833,10.07482
316427,4130387.0,4198442.0,12360,1,4130387.0,동화휴먼시아6단지,233001758.0,37.2148333,126.96055,4198442.0,KEB하나은행발안지점,233001934.0,37.1333667,126.9107833,10.07482
316428,4130387.0,4198442.0,13030,1,4130387.0,동화휴먼시아6단지,233001758.0,37.2148333,126.96055,4198442.0,KEB하나은행발안지점,233001934.0,37.1333667,126.9107833,10.07482
316429,4130387.0,4199074.0,940,4,4130387.0,동화휴먼시아6단지,233001758.0,37.2148333,126.96055,4199074.0,동문아파트.협성대학교.봉담중고교,233001617.0,37.2174167,126.9524,0.77676
316431,4130387.0,4199626.0,12380,1,4130387.0,동화휴먼시아6단지,233001758.0,37.2148333,126.96055,4199626.0,신성미소지움아파트,233001863.0,37.13875,126.9136333,9.42608
316436,4130389.0,4197607.0,33076,1,4130389.0,무송교차로,233001040.0,37.1810333,126.84575,4197607.0,서동탄역신일해피트리(중),233001288.0,37.1995,127.0524833,18.42751
316441,4130390.0,4120433.0,47762,1,4130390.0,무송1통마을입구,233001041.0,37.1880333,126.8452,4120433.0,화성시청후문,233001000.0,37.2001333,126.82886670000002,1.97569
316459,4130392.0,4102869.0,10420,2,4130392.0,대광아파트,233000191.0,37.1942667,126.8340333,4102869.0,사강시장,233000859.0,37.2131833,126.7369167,8.85466
316460,4130392.0,4102869.0,10570,1,4130392.0,대광아파트,233000191.0,37.1942667,126.8340333,4102869.0,사강시장,233000859.0,37.2131833,126.7369167,8.85466
316461,4130392.0,4102879.0,7570,1,4130392.0,대광아파트,233000191.0,37.1942667,126.8340333,4102879.0,외국인보호소,233000761.0,37.20805,126.76711670000002,6.12168
316462,4130392.0,4102888.0,4360,1,4130392.0,대광아파트,233000191.0,37.1942667,126.8340333,4102888.0,남양육리.남양1동,233000765.0,37.2039833,126.80096670000002,3.12168
316463,4130392.0,4102891.0,3400,1,4130392.0,대광아파트,233000191.0,37.1942667,126.8340333,4102891.0,우림아파트,233000766.0,37.20565,126.80613329999998,2.77642
316464,4130392.0,4102892.0,1940,1,4130392.0,대광아파트,233000191.0,37.1942667,126.8340333,4102892.0,화성서부경찰서,233002120.0,37.1906833,126.8219833,1.13932
316465,4130392.0,4102893.0,2900,1,4130392.0,대광아파트,233000191.0,37.1942667,126.8340333,4102893.0,남양성지,233000767.0,37.2076167,126.8160667,2.17619
316466,4130392.0,4102894.0,2140,1,4130392.0,대광아파트,233000191.0,37.1942667,126.8340333,4102894.0,남양사거리,233000730.0,37.2091667,126.81901670000002,2.12459
316467,4130392.0,4102894.0,2550,20,4130392.0,대광아파트,233000191.0,37.1942667,126.8340333,4102894.0,남양사거리,233000730.0,37.2091667,126.81901670000002,2.12459
316468,4130392.0,4102896.0,2800,3,4130392.0,대광아파트,233000191.0,37.1942667,126.8340333,4102896.0,남양읍주민센터,233000729.0,37.2117667,126.8234167,2.16118
316469,4130392.0,4102899.0,15296,1,4130392.0,대광아파트,233000191.0,37.1942667,126.8340333,4102899.0,동수원남양병원,233000770.0,37.2147333,126.8295167,2.31067
316470,4130392.0,4102900.0,4100,1,4130392.0,대광아파트,233000191.0,37.1942667,126.8340333,4102900.0,북양1통.봉림사,233000727.0,37.2185833,126.83213329999998,2.70911
316471,4130392.0,4102904.0,6840,2,4130392.0,대광아파트,233000191.0,37.1942667,126.8340333,4102904.0,양노3리,233000725.0,37.22685,126.8582167,4.20873
316472,4130392.0,4102910.0,8520,1,4130392.0,대광아파트,233000191.0,37.1942667,126.8340333,4102910.0,비봉초등학교후문,233000722.0,37.2362167,126.8682333,5.56152
316473,4130392.0,4102912.0,9060,2,4130392.0,대광아파트,233000191.0,37.1942667,126.8340333,4102912.0,비봉중고등학교,233000721.0,37.2368667,126.8739,5.90771
316474,4130392.0,4102925.0,580,5,4130392.0,대광아파트,233000191.0,37.1942667,126.8340333,4102925.0,화성시청,233000189.0,37.19835,126.82845,0.67136
316475,4130392.0,4102925.0,670,2,4130392.0,대광아파트,233000191.0,37.1942667,126.8340333,4102925.0,화성시청,233000189.0,37.19835,126.82845,0.67136
316476,4130392.0,4102931.0,5840,4,4130392.0,대광아파트,233000191.0,37.1942667,126.8340333,4102931.0,현대기아연구소,233001999.0,37.1608,126.8183167,3.9733
316477,4130392.0,4102945.0,16750,1,4130392.0,대광아파트,233000191.0,37.1942667,126.8340333,4102945.0,삼미.쌍용아파트,233000711.0,37.2432,126.9533,11.88012
316488,4130392.0,4107846.0,42120,1,4130392.0,대광아파트,233000191.0,37.1942667,126.8340333,4107846.0,동탄역(동측),233003085.0,37.1996167,127.09626670000002,23.23459
316494,4130392.0,4116267.0,34340,1,4130392.0,대광아파트,233000191.0,37.1942667,126.8340333,4116267.0,안화고등학교,233002394.0,37.2114333,127.04751670000002,19.00364
316495,4130392.0,4116676.0,19540,1,4130392.0,대광아파트,233000191.0,37.1942667,126.8340333,4116676.0,동일하이빌.화성고용센터,233001658.0,37.2163833,126.9583,11.27696
316496,4130392.0,4116676.0,20410,1,4130392.0,대광아파트,233000191.0,37.1942667,126.8340333,4116676.0,동일하이빌.화성고용센터,233001658.0,37.2163833,126.9583,11.27696
316497,4130392.0,4116694.0,30900,1,4130392.0,대광아파트,233000191.0,37.1942667,126.8340333,4116694.0,진안5통.병점육교,233000696.0,37.2087333,127.03041670000002,17.46757
316500,4130392.0,4117231.0,21600,1,4130392.0,대광아파트,233000191.0,37.1942667,126.8340333,4117231.0,수원대학교,233000575.0,37.2138333,126.9797667,13.08902
316501,4130392.0,4117231.0,22810,1,4130392.0,대광아파트,233000191.0,37.1942667,126.8340333,4117231.0,수원대학교,233000575.0,37.2138333,126.9797667,13.08902
316502,4130392.0,4119775.0,2190,1,4130392.0,대광아파트,233000191.0,37.1942667,126.8340333,4119775.0,신남4통,233002186.0,37.1886167,126.8208333,1.32735
316506,4130392.0,4120455.0,10020,1,4130392.0,대광아파트,233000191.0,37.1942667,126.8340333,4120455.0,연화가든앞,233002039.0,37.24355,126.8751,6.57679
316508,4130392.0,4121766.0,36750,1,4130392.0,대광아파트,233000191.0,37.1942667,126.8340333,4121766.0,한미약품,233002442.0,37.2092333,127.09185,22.89488
316509,4130392.0,4130189.0,1920,18,4130392.0,대광아파트,233000191.0,37.1942667,126.8340333,4130189.0,남양중고교입구,233001318.0,37.2044333,126.82215,1.54459
316510,4130392.0,4130193.0,4851,1,4130392.0,대광아파트,233000191.0,37.1942667,126.8340333,4130193.0,대광아파트,233001043.0,37.19425,126.8336833,0.03106
316511,4130392.0,4130194.0,240,2,4130392.0,대광아파트,233000191.0,37.1942667,126.8340333,4130194.0,공군부대입구,233000190.0,37.1962333,126.83128329999998,0.32734
316512,4130392.0,4130194.0,330,1,4130392.0,대광아파트,233000191.0,37.1942667,126.8340333,4130194.0,공군부대입구,233000190.0,37.1962333,126.83128329999998,0.32734
316513,4130392.0,4130386.0,3110,4,4130392.0,대광아파트,233000191.0,37.1942667,126.8340333,4130386.0,신남1통,233002011.0,37.1806,126.81803329999998,2.07805
316515,4130392.0,4130395.0,3690,13,4130392.0,대광아파트,233000191.0,37.1942667,126.8340333,4130395.0,신남3통.서부경찰서,233002008.0,37.1762833,126.81458329999998,2.6396
316517,4130392.0,4170271.0,29273,1,4130392.0,대광아파트,233000191.0,37.1942667,126.8340333,4170271.0,병점사거리,233000703.0,37.2083833,127.0344333,17.81841
316518,4130392.0,4170292.0,2500,1,4130392.0,대광아파트,233000191.0,37.1942667,126.8340333,4170292.0,신남4통,233002013.0,37.1859,126.8198,1.5669
316519,4130392.0,4170415.0,1560,6,4130392.0,대광아파트,233000191.0,37.1942667,126.8340333,4170415.0,남양뉴타운,233000188.0,37.2023333,126.8243333,1.24205
316520,4130392.0,4170417.0,1160,2,4130392.0,대광아파트,233000191.0,37.1942667,126.8340333,4170417.0,현대아파트,233001747.0,37.1971333,126.8241333,0.93303
316521,4130392.0,4170532.0,1430,1,4130392.0,대광아파트,233000191.0,37.1942667,126.8340333,4170532.0,기산베스트빌,233000369.0,37.1952167,126.8223,1.04465
316522,4130392.0,4170953.0,6900,1,4130392.0,대광아파트,233000191.0,37.1942667,126.8340333,4170953.0,마도사거리,233000762.0,37.20715,126.7746,5.45541
316523,4130392.0,4170958.0,2430,4,4130392.0,대광아파트,233000191.0,37.1942667,126.8340333,4170958.0,기업은행,233000210.0,37.2071833,126.81973329999998,1.91493
316530,4130392.0,4197464.0,32970,1,4130392.0,대광아파트,233000191.0,37.1942667,126.8340333,4197464.0,다은마을(중),233001224.0,37.19995,127.06765,20.70189
316531,4130392.0,4199361.0,34010,1,4130392.0,대광아파트,233000191.0,37.1942667,126.8340333,4199361.0,능동마을입구,233001717.0,37.21755,127.0579,19.99466
316532,4130395.0,4102931.0,2150,3,4130395.0,신남3통.서부경찰서,233002008.0,37.1762833,126.81458329999998,4102931.0,현대기아연구소,233001999.0,37.1608,126.8183167,1.75316
316533,4130395.0,4120443.0,46640,1,4130395.0,신남3통.서부경찰서,233002008.0,37.1762833,126.81458329999998,4120443.0,공공청사부지,233000994.0,37.1870167,127.0999667,25.31072
316534,4130395.0,4170291.0,58070,1,4130395.0,신남3통.서부경찰서,233002008.0,37.1762833,126.81458329999998,4170291.0,리베라CC,233000998.0,37.1907,127.0986667,25.21779
316535,4130395.0,4170958.0,9890,1,4130395.0,신남3통.서부경찰서,233002008.0,37.1762833,126.81458329999998,4170958.0,기업은행,233000210.0,37.2071833,126.81973329999998,3.46607
316537,4130397.0,4102892.0,4050,1,4130397.0,기업은행,233001046.0,37.2081667,126.81885,4102892.0,화성서부경찰서,233002120.0,37.1906833,126.8219833,1.96377
316538,4130397.0,4102931.0,7950,3,4130397.0,기업은행,233001046.0,37.2081667,126.81885,4102931.0,현대기아연구소,233001999.0,37.1608,126.8183167,5.26715
316541,4130397.0,4119365.0,840,11,4130397.0,기업은행,233001046.0,37.2081667,126.81885,4119365.0,남양뉴타운,233002159.0,37.202,126.82435,0.84111
316542,4130397.0,4119365.0,860,2,4130397.0,기업은행,233001046.0,37.2081667,126.81885,4119365.0,남양뉴타운,233002159.0,37.202,126.82435,0.84111
316543,4130397.0,4119365.0,920,19,4130397.0,기업은행,233001046.0,37.2081667,126.81885,4119365.0,남양뉴타운,233002159.0,37.202,126.82435,0.84111
316544,4130397.0,4119775.0,4300,3,4130397.0,기업은행,233001046.0,37.2081667,126.81885,4119775.0,신남4통,233002186.0,37.1886167,126.8208333,2.18095
316545,4130397.0,4119781.0,5510,11,4130397.0,기업은행,233001046.0,37.2081667,126.81885,4119781.0,안석2통,233002189.0,37.1780667,126.817,3.35098
316546,4130397.0,4120516.0,18347,1,4130397.0,기업은행,233001046.0,37.2081667,126.81885,4120516.0,향남주공1.2단지,233002411.0,37.1188167,126.91585,13.1374
316547,4130397.0,4130192.0,1790,1,4130397.0,기업은행,233001046.0,37.2081667,126.81885,4130192.0,공군부대입구,233000208.0,37.1957167,126.83171670000002,1.79308
316548,4130397.0,4130192.0,2070,1,4130397.0,기업은행,233001046.0,37.2081667,126.81885,4130192.0,공군부대입구,233000208.0,37.1957167,126.83171670000002,1.79308
316549,4130397.0,4130193.0,2020,2,4130397.0,기업은행,233001046.0,37.2081667,126.81885,4130193.0,대광아파트,233001043.0,37.19425,126.8336833,2.02993
316550,4130397.0,4130193.0,2030,1,4130397.0,기업은행,233001046.0,37.2081667,126.81885,4130193.0,대광아파트,233001043.0,37.19425,126.8336833,2.02993
316551,4130397.0,4130193.0,2320,8,4130397.0,기업은행,233001046.0,37.2081667,126.81885,4130193.0,대광아파트,233001043.0,37.19425,126.8336833,2.02993
316552,4130397.0,4130194.0,2440,1,4130397.0,기업은행,233001046.0,37.2081667,126.81885,4130194.0,공군부대입구,233000190.0,37.1962333,126.83128329999998,1.72434
316553,4130397.0,4130228.0,23947,1,4130397.0,기업은행,233001046.0,37.2081667,126.81885,4130228.0,부처내,233000031.0,37.12265,126.99656670000002,18.39587
316554,4130397.0,4130330.0,21979,1,4130397.0,기업은행,233001046.0,37.2081667,126.81885,4130330.0,갈천초등학교,233000034.0,37.12495,126.9814833,17.12585
316555,4130397.0,4130342.0,19577,2,4130397.0,기업은행,233001046.0,37.2081667,126.81885,4130342.0,동오사거리,233000629.0,37.1308,126.9509333,14.52503
316556,4130397.0,4130386.0,5220,6,4130397.0,기업은행,233001046.0,37.2081667,126.81885,4130386.0,신남1통,233002011.0,37.1806,126.81803329999998,3.06613
316557,4130397.0,4130392.0,2110,28,4130397.0,기업은행,233001046.0,37.2081667,126.81885,4130392.0,대광아파트,233000191.0,37.1942667,126.8340333,2.04873
316558,4130397.0,4130392.0,2140,1,4130397.0,기업은행,233001046.0,37.2081667,126.81885,4130392.0,대광아파트,233000191.0,37.1942667,126.8340333,2.04873
316559,4130397.0,4130392.0,2440,35,4130397.0,기업은행,233001046.0,37.2081667,126.81885,4130392.0,대광아파트,233000191.0,37.1942667,126.8340333,2.04873
316560,4130397.0,4130395.0,5800,17,4130397.0,기업은행,233001046.0,37.2081667,126.81885,4130395.0,신남3통.서부경찰서,233002008.0,37.1762833,126.81458329999998,3.56536
316563,4130397.0,4130555.0,24970,1,4130397.0,기업은행,233001046.0,37.2081667,126.81885,4130555.0,아랫머드내.신동아자동차학원,233001013.0,37.1264833,127.0072167,19.00216
316564,4130397.0,4170292.0,4610,4,4130397.0,기업은행,233001046.0,37.2081667,126.81885,4170292.0,신남4통,233002013.0,37.1859,126.8198,2.47737
316565,4130397.0,4170417.0,3270,3,4130397.0,기업은행,233001046.0,37.2081667,126.81885,4170417.0,현대아파트,233001747.0,37.1971333,126.8241333,1.31306
316566,4130397.0,4170532.0,3540,11,4130397.0,기업은행,233001046.0,37.2081667,126.81885,4170532.0,기산베스트빌,233000369.0,37.1952167,126.8223,1.47204
316567,4130397.0,4170691.0,1720,5,4130397.0,기업은행,233001046.0,37.2081667,126.81885,4170691.0,화성시청,233001435.0,37.1978,126.82865,1.44295
316568,4130397.0,4170959.0,390,2,4130397.0,기업은행,233001046.0,37.2081667,126.81885,4170959.0,남양중고교입구,233001749.0,37.20515,126.82106670000002,0.38867
316569,4130397.0,4170959.0,570,5,4130397.0,기업은행,233001046.0,37.2081667,126.81885,4170959.0,남양중고교입구,233001749.0,37.20515,126.82106670000002,0.38867
322387,4130543.0,4116269.0,10440,1,4130543.0,덕절리,233000042.0,37.1342,127.02865,4116269.0,향남홈플러스,233002360.0,37.1315833,126.9223833,9.4249
322388,4130543.0,4130343.0,7850,3,4130543.0,덕절리,233000042.0,37.1342,127.02865,4130343.0,관리입구,233000634.0,37.1318,126.94768329999998,7.18255
322389,4130543.0,4130346.0,8540,1,4130543.0,덕절리,233000042.0,37.1342,127.02865,4130346.0,관리고개,233001020.0,37.1341833,126.94055,7.80982
322390,4130543.0,4130347.0,9930,2,4130543.0,덕절리,233000042.0,37.1342,127.02865,4130347.0,행정리,233001022.0,37.13085,126.92811670000002,8.91998
322391,4130543.0,4130350.0,10730,3,4130543.0,덕절리,233000042.0,37.1342,127.02865,4130350.0,향남읍사무소,233000633.0,37.1317667,126.91915,9.7108
322392,4130543.0,4130354.0,11400,2,4130543.0,덕절리,233000042.0,37.1342,127.02865,4130354.0,화성중앙병원.발안초등학교,233001026.0,37.1311833,126.9115,10.39065
322393,4130543.0,4130357.0,12120,8,4130543.0,덕절리,233000042.0,37.1342,127.02865,4130357.0,발안삼거리.바다마트,233001558.0,37.1359167,126.91095,10.43541
322394,4130543.0,4130550.0,1080,1,4130543.0,덕절리,233000042.0,37.1342,127.02865,4130550.0,제기리구주제약,233000939.0,37.1300667,127.0178,1.06601
322395,4130543.0,4170898.0,9740,1,4130543.0,덕절리,233000042.0,37.1342,127.02865,4170898.0,백토리상공회의소,233001389.0,37.1306833,126.93026670000002,8.73037
322453,4130544.0,4100048.0,11190,1,4130544.0,덕절리,214000744.0,37.1340167,127.0289333,4100048.0,신창미션힐.송화초교,233000101.0,37.2033,127.03855,7.75093
322454,4130544.0,4100048.0,11250,1,4130544.0,덕절리,214000744.0,37.1340167,127.0289333,4100048.0,신창미션힐.송화초교,233000101.0,37.2033,127.03855,7.75093
322455,4130544.0,4100051.0,11900,1,4130544.0,덕절리,214000744.0,37.1340167,127.0289333,4100051.0,동부출장소.병점초등학교,233000708.0,37.2088,127.0344333,8.32979
322456,4130544.0,4100052.0,12200,1,4130544.0,덕절리,214000744.0,37.1340167,127.0289333,4100052.0,병점입구.병점육교.화남아파트,233000707.0,37.2106667,127.0328667,8.53021
322471,4130544.0,4108007.0,11890,1,4130544.0,덕절리,214000744.0,37.1340167,127.0289333,4108007.0,병점화남아파트,233000641.0,37.21196670000001,127.03755,8.7012
322472,4130544.0,4108007.0,12190,1,4130544.0,덕절리,214000744.0,37.1340167,127.0289333,4108007.0,병점화남아파트,233000641.0,37.21196670000001,127.03755,8.7012
322473,4130544.0,4108007.0,12600,3,4130544.0,덕절리,214000744.0,37.1340167,127.0289333,4108007.0,병점화남아파트,233000641.0,37.21196670000001,127.03755,8.7012
322474,4130544.0,4108007.0,12602,1,4130544.0,덕절리,214000744.0,37.1340167,127.0289333,4108007.0,병점화남아파트,233000641.0,37.21196670000001,127.03755,8.7012
322475,4130544.0,4108020.0,16926,1,4130544.0,덕절리,214000744.0,37.1340167,127.0289333,4108020.0,주공7.8단지,233000107.0,37.2143833,127.04955,9.12114
322489,4130544.0,4117406.0,13750,1,4130544.0,덕절리,214000744.0,37.1340167,127.0289333,4117406.0,정남도서관,233000654.0,37.1688,126.98335,5.59287
322494,4130544.0,4130059.0,15900,1,4130544.0,덕절리,214000744.0,37.1340167,127.0289333,4130059.0,모아.반도아파트,233000980.0,37.2020333,127.11445,10.70597
322495,4130544.0,4130096.0,15800,1,4130544.0,덕절리,214000744.0,37.1340167,127.0289333,4130096.0,반월자이에뜨,233000146.0,37.2280667,127.0464333,10.57218
322521,4130544.0,4130545.0,8850,1,4130544.0,덕절리,214000744.0,37.1340167,127.0289333,4130545.0,근영심포니아파트,233000938.0,37.1334333,127.0269,0.19157
322528,4130544.0,4170973.0,15260,1,4130544.0,덕절리,214000744.0,37.1340167,127.0289333,4170973.0,메타폴리스(중),233001219.0,37.2037,127.0675,8.46852
322536,4130544.0,4199077.0,16430,1,4130544.0,덕절리,214000744.0,37.1340167,127.0289333,4199077.0,동탄이마트.한림대병원,233001618.0,37.2140333,127.07793329999998,9.90012
322537,4130544.0,4199077.0,16790,1,4130544.0,덕절리,214000744.0,37.1340167,127.0289333,4199077.0,동탄이마트.한림대병원,233001618.0,37.2140333,127.07793329999998,9.90012
322542,4130545.0,4105649.0,10000,2,4130545.0,근영심포니아파트,233000938.0,37.1334333,127.0269,4105649.0,상록하늘채,233001956.0,37.1311167,126.9252167,9.01785
322543,4130545.0,4116269.0,10250,6,4130545.0,근영심포니아파트,233000938.0,37.1334333,127.0269,4116269.0,향남홈플러스,233002360.0,37.1315833,126.9223833,9.26761
322544,4130545.0,4119786.0,16038,2,4130545.0,근영심포니아파트,233000938.0,37.1334333,127.0269,4119786.0,향남주공18단지,233002471.0,37.0991167,126.89718329999998,12.1182
322545,4130545.0,4130325.0,3450,1,4130545.0,근영심포니아파트,233000938.0,37.1334333,127.0269,4130325.0,수직리,233000040.0,37.12335,126.9912,3.35768
322546,4130545.0,4130331.0,4760,3,4130545.0,근영심포니아파트,233000938.0,37.1334333,127.0269,4130331.0,갈천리,233000038.0,37.1248667,126.97696670000002,4.52807
322547,4130545.0,4130335.0,5740,2,4130545.0,근영심포니아파트,233000938.0,37.1334333,127.0269,4130335.0,송곡리,233000036.0,37.1285833,126.96756670000002,5.28753
322548,4130545.0,4130341.0,7300,3,4130545.0,근영심포니아파트,233000938.0,37.1334333,127.0269,4130341.0,동오사거리,233000635.0,37.1310833,126.9515,6.68928
322549,4130545.0,4130350.0,10540,4,4130545.0,근영심포니아파트,233000938.0,37.1334333,127.0269,4130350.0,향남읍사무소,233000633.0,37.1317667,126.91915,9.55374
322550,4130545.0,4130354.0,11210,9,4130545.0,근영심포니아파트,233000938.0,37.1334333,127.0269,4130354.0,화성중앙병원.발안초등학교,233001026.0,37.1311833,126.9115,10.2332
322551,4130545.0,4130357.0,11930,6,4130545.0,근영심포니아파트,233000938.0,37.1334333,127.0269,4130357.0,발안삼거리.바다마트,233001558.0,37.1359167,126.91095,10.28229
322553,4130545.0,4130550.0,890,7,4130545.0,근영심포니아파트,233000938.0,37.1334333,127.0269,4130550.0,제기리구주제약,233000939.0,37.1300667,127.0178,0.88934
322554,4130545.0,4130553.0,1370,1,4130545.0,근영심포니아파트,233000938.0,37.1334333,127.0269,4130553.0,윗머드내.평화약국,233001012.0,37.1291,127.0125833,1.35757
