,seq,pr_station_id,bus_line_no,bus_line_no_seq,station_nm,station_id,mobile_no,govern,lat,lng,이비노선ID,표준노선ID
24195,153897,241205013,76,21,신한에스빌아파트,233000062,37352.0,화성시,37.2088167,127.0387833,,
24196,153898,241205013,76,22,동부출장소앞,233000676,36756.0,화성시,37.2080833,127.0361333,,
24197,153899,241205013,76,23,병점역,233002064,55034.0,화성시,37.2068333,127.03383329999998,,
24198,153900,241205013,76,24,홈플러스,233002062,55037.0,화성시,37.20305,127.0358667,,
24199,153901,241205013,76,25,화성벌말초등학교,233002060,55030.0,화성시,37.2021333,127.0368,,
24200,153902,241205013,76,26,한일타운아파트,233000098,36349.0,화성시,37.2003333,127.0377,,
24201,153903,241205013,76,27,유엔아이,233001920,37935.0,화성시,37.20385,127.03383329999998,,
24202,153904,241205013,76,28,병점역후문,233000701,36339.0,화성시,37.2068667,127.0318333,,
24203,153905,241205013,76,29,진안5통.병점육교,233000950,36337.0,화성시,37.2089833,127.03043329999998,,
24204,153906,241205013,76,30,황계동,233000700,36322.0,화성시,37.2182667,127.01965,,
24205,153907,241205014,77,1,장짐삼거리(경유),277102010,,화성시,37.1397,126.9000833,,
24206,153908,241205014,77,2,화성중고등학교,233000526,37255.0,화성시,37.1380333,126.9054833,,
24207,153909,241205014,77,3,발안삼거리.바다마트,233001371,37273.0,화성시,37.1356167,126.9113,,
24208,153910,241205014,77,4,KEB하나은행발안지점,233001934,37940.0,화성시,37.1333667,126.9107833,,
24209,153911,241205014,77,5,발안초등학교,233000632,37464.0,화성시,37.1310333,126.9121667,,
24210,153912,241205014,77,6,향남읍행정복지센터,233001023,37289.0,화성시,37.1315333,126.91975,,
24211,153913,241205014,77,7,화성소방서.향남홈플러스,233001955,37991.0,화성시,37.1305,126.92095,,
24212,153914,241205014,77,8,에일린의뜰,233002103,55084.0,화성시,37.1278667,126.9206167,,
24213,153915,241205014,77,9,단독주택단지,233002105,55085.0,화성시,37.1243333,126.9198667,,
24214,153916,241205014,77,10,방축리,233001109,37280.0,화성시,37.12,126.9183667,,
24215,153917,241205014,77,11,향남주공1.2단지,233002411,55286.0,화성시,37.1188167,126.91585,,
24217,153919,241205014,77,13,향남부영3단지,233002413,55288.0,화성시,37.11895,126.9115833,,
24218,153920,241205014,77,14,향남부영7.롯데씨네마,233002414,55289.0,화성시,37.1143167,126.91105,,
24219,153921,241205014,77,15,향남모아8단지,233002478,55319.0,화성시,37.11335,126.91445,,
24220,153922,241205014,77,16,향남부영9단지,233002407,55283.0,화성시,37.1134333,126.91916670000002,,
24221,153923,241205014,77,17,양석골,233001107,37306.0,화성시,37.1106667,126.93026670000002,,
24222,153924,241205014,77,18,상두1리,233001204,37315.0,화성시,37.106,126.94476670000002,,
24223,153925,241205014,77,19,상두1리,233001327,37507.0,화성시,37.1057,126.9513667,,
24224,153926,241205014,77,20,백토1리,233000622,37383.0,화성시,37.1165667,126.9502667,,
24225,153927,241205014,77,21,한미공조앞,233000621,36749.0,화성시,37.1177,126.9560167,,
24226,153928,241205014,77,22,백토2리,233001207,37517.0,화성시,37.11945,126.9556,,
24228,153929,241205014,77,23,요리공단,233000012,37378.0,화성시,37.1166333,126.96141670000002,,
24229,153930,241205014,77,24,요꼴마을회관,233000011,37380.0,화성시,37.10925,126.9673,,
24230,153931,241205014,77,25,요꼴,233000133,36429.0,화성시,37.1032833,126.9631167,,
24231,153932,241205014,77,26,요리,233001240,37569.0,화성시,37.1093,126.9674,,
24232,153933,241205014,77,27,요리공단,233001210,37379.0,화성시,37.1166,126.9616,,
24233,153934,241205014,77,28,길성리,233001324,37376.0,화성시,37.1215667,126.9620833,,
24234,153935,241205014,77,29,백토2리,233001207,37517.0,화성시,37.11945,126.9556,,
24236,153936,241205014,77,30,현대공조,233001241,36833.0,화성시,37.1177667,126.95591670000002,,
24237,153937,241205014,77,31,상두1리,233001326,36949.0,화성시,37.1058667,126.9512,,
24238,153938,241205014,77,32,상두1리,233001205,37314.0,화성시,37.10605,126.94475,,
24239,153939,241205014,77,33,양석골,233001106,37307.0,화성시,37.11075,126.9303833,,
24240,153940,241205014,77,34,향남부영9단지,233002406,55282.0,화성시,37.1137,126.9193,,
24241,153941,241205014,77,35,향남모아8단지,233002415,55290.0,화성시,37.11375,126.9137833,,
24242,153942,241205014,77,36,롯데씨네마.향남부영7,233002504,55381.0,화성시,37.11456670000001,126.9108667,,
24243,153943,241205014,77,37,향남부영3단지,233002412,55287.0,화성시,37.1195333,126.91255,,
24244,153944,241205014,77,38,향남주공1.2단지,233002410,55285.0,화성시,37.1190167,126.91446670000002,,
24245,153945,241205014,77,39,방축리,233000618,37281.0,화성시,37.1200333,126.91866670000002,,
24246,153946,241205014,77,40,단독주택단지,233002106,55081.0,화성시,37.12425,126.9201833,,
24247,153947,241205014,77,41,신영지웰,233002104,55080.0,화성시,37.1278,126.9210167,,
24248,153948,241205014,77,42,화성소방서.향남홈플러스,233001860,37903.0,화성시,37.13055,126.92135,,
24249,153949,241205014,77,43,향남읍행정복지센터,233000633,37288.0,화성시,37.1317667,126.91915,,
24250,153950,241205014,77,44,화성중앙병원.발안초등학교,233001026,37269.0,화성시,37.1311833,126.9115,,
24251,153951,241205014,77,45,발안사거리.평리,233001565,37625.0,화성시,37.1314667,126.91048329999998,,
24252,153952,241205014,77,46,발안삼거리.바다마트,233001558,37270.0,화성시,37.1359167,126.91095,,
24253,153953,241205014,77,47,화성중고등학교,233000924,37256.0,화성시,37.1379333,126.90605,,
24254,153954,241205015,78,1,장짐삼거리(경유),277102010,,화성시,37.1397,126.9000833,,
24255,153955,241205015,78,2,화성중고등학교,233000526,37255.0,화성시,37.1380333,126.9054833,,
24256,153956,241205015,78,3,발안삼거리.바다마트,233001371,37273.0,화성시,37.1356167,126.9113,,
24257,153957,241205015,78,4,KEB하나은행발안지점,233001934,37940.0,화성시,37.1333667,126.9107833,,
24258,153958,241205015,78,5,발안초등학교,233000632,37464.0,화성시,37.1310333,126.9121667,,
24259,153959,241205015,78,6,향남읍행정복지센터,233001023,37289.0,화성시,37.1315333,126.91975,,
24260,153960,241205015,78,7,화성소방서.향남홈플러스,233001955,37991.0,화성시,37.1305,126.92095,,
24261,153961,241205015,78,8,에일린의뜰,233002103,55084.0,화성시,37.1278667,126.9206167,,
24262,153962,241205015,78,9,단독주택단지,233002105,55085.0,화성시,37.1243333,126.9198667,,
24263,153963,241205015,78,10,방축리,233001109,37280.0,화성시,37.12,126.9183667,,
24264,153964,241205015,78,11,향남주공1.2단지,233002411,55286.0,화성시,37.1188167,126.91585,,
24266,153966,241205015,78,13,향남부영3단지,233002413,55288.0,화성시,37.11895,126.9115833,,
24267,153967,241205015,78,14,향남부영7.롯데씨네마,233002414,55289.0,화성시,37.1143167,126.91105,,
24268,153968,241205015,78,15,향남모아8단지,233002478,55319.0,화성시,37.11335,126.91445,,
24269,153969,241205015,78,16,향남부영11단지,233002639,37472.0,화성시,37.1089167,126.9163167,,
24270,153970,241205015,78,17,향남부영10.11단지,233002409,24434.0,화성시,37.11051670000001,126.91965,,
24271,153971,241205015,78,18,양석골,233001107,37306.0,화성시,37.1106667,126.93026670000002,,
24272,153972,241205015,78,19,상두리맹산,233002378,55259.0,화성시,37.1057333,126.9351,,
24273,153973,241205015,78,20,대양1리.포도원,233000616,36087.0,화성시,37.1007167,126.9373667,,
24274,153974,241205015,78,21,상두리입구,233001105,36094.0,화성시,37.09745,126.9390667,,
24275,153975,241205015,78,22,대양1리,233000006,36093.0,화성시,37.0955667,126.9393167,,
24276,153976,241205015,78,23,대양4리,233000005,36105.0,화성시,37.0902833,126.9419667,,
24277,153977,241205015,78,24,동양콘크리트입구,233001831,37871.0,화성시,37.0889,126.93238329999998,,
24279,153978,241205015,78,25,대양3리마을회관,233001950,55408.0,화성시,37.0866667,126.9296,,
24280,153979,241205015,78,26,신한바이오캠,233001837,37877.0,화성시,37.0881167,126.93881670000002,,
24281,153980,241205015,78,27,대양2리,233001948,55219.0,화성시,37.0878,126.95035,,
24283,153981,241205015,78,28,대양2리,233000004,36108.0,화성시,37.0864167,126.9424833,,
24284,153982,241205015,78,29,신왕리,233001100,36778.0,화성시,37.0833333,126.9442167,,
24285,153983,241205015,78,30,양감보건소,233001824,37794.0,화성시,37.0817667,126.945,,
24286,153984,241205015,78,31,요당리,233001446,36969.0,화성시,37.0683833,126.9365667,,
24287,153985,241205015,78,32,요당성지,233001826,37866.0,화성시,37.06805,126.93075,,
24288,153986,241205015,78,33,충만주유소,233001830,37870.0,화성시,37.0796167,126.94271670000002,,
24289,153987,241205015,78,34,신왕리,233001789,37857.0,화성시,37.0749667,126.9450833,,
24290,153988,241205015,78,35,신왕2리마을회관,233001790,37858.0,화성시,37.0722333,126.9498,,
24291,153989,241205015,78,36,신왕리,233001791,37855.0,화성시,37.0749167,126.94513329999998,,
24292,153990,241205015,78,37,요당성지,233001826,37866.0,화성시,37.06805,126.93075,,
24293,153991,241205015,78,38,충만주유소,233001830,37870.0,화성시,37.0796167,126.94271670000002,,
24294,153992,241205015,78,39,양감면행정복지센터,233001101,36777.0,화성시,37.0817833,126.94513329999998,,
24295,153993,241205015,78,40,대양2리,233001948,55219.0,화성시,37.0878,126.95035,,
24297,153994,241205015,78,41,동양콘크리트입구,233001831,37871.0,화성시,37.0889,126.93238329999998,,
24299,153995,241205015,78,42,신한바이오캠,233001837,37877.0,화성시,37.0881167,126.93881670000002,,
24300,153996,241205015,78,43,대양4리,233001102,36106.0,화성시,37.0903,126.9421,,
24301,153997,241205015,78,44,대양1리,233001103,36096.0,화성시,37.09545,126.9394167,,
24302,153998,241205015,78,45,상두리입구,233001104,36098.0,화성시,37.0974833,126.9392,,
24303,153999,241205015,78,46,대양1리.포도원,233000620,36088.0,화성시,37.1008833,126.93746670000002,,
24304,154000,241205015,78,47,상두리맹산,233002379,55260.0,화성시,37.1058,126.9351833,,
24305,154001,241205015,78,48,양석골,233001106,37307.0,화성시,37.11075,126.9303833,,
24306,154002,241205015,78,49,향남부영9단지,233002407,55283.0,화성시,37.1134333,126.91916670000002,,
24307,154003,241205015,78,50,향남부영10.11단지,233002408,55284.0,화성시,37.1105833,126.9193667,,
24308,154004,241205015,78,51,향남부영11단지,233002481,55320.0,화성시,37.1095,126.91518329999998,,
24309,154005,241205015,78,52,향남모아8단지,233002415,55290.0,화성시,37.11375,126.9137833,,
24310,154006,241205015,78,53,롯데씨네마.향남부영7,233002504,55381.0,화성시,37.11456670000001,126.9108667,,
24311,154007,241205015,78,54,향남부영3단지,233002412,55287.0,화성시,37.1195333,126.91255,,
24312,154008,241205015,78,55,향남주공1.2단지,233002410,55285.0,화성시,37.1190167,126.91446670000002,,
24313,154009,241205015,78,56,방축리,233000618,37281.0,화성시,37.1200333,126.91866670000002,,
24314,154010,241205015,78,57,단독주택단지,233002106,55081.0,화성시,37.12425,126.9201833,,
24315,154011,241205015,78,58,신영지웰,233002104,55080.0,화성시,37.1278,126.9210167,,
24316,154012,241205015,78,59,화성소방서.향남홈플러스,233001860,37903.0,화성시,37.13055,126.92135,,
24317,154013,241205015,78,60,향남읍행정복지센터,233000633,37288.0,화성시,37.1317667,126.91915,,
24318,154014,241205015,78,61,화성중앙병원.발안초등학교,233001026,37269.0,화성시,37.1311833,126.9115,,
24319,154015,241205015,78,62,발안사거리.평리,233001565,37625.0,화성시,37.1314667,126.91048329999998,,
24320,154016,241205015,78,63,발안삼거리.바다마트,233001558,37270.0,화성시,37.1359167,126.91095,,
24321,154017,241205015,78,64,화성중고등학교,233000924,37256.0,화성시,37.1379333,126.90605,,
24322,154018,241205016,79,1,향남부영10.11단지,233002408,55284.0,화성시,37.1105833,126.9193667,,
24323,154019,241205016,79,2,향남부영11단지,233002481,55320.0,화성시,37.1095,126.91518329999998,,
24324,154020,241205016,79,3,향남모아8단지,233002415,55290.0,화성시,37.11375,126.9137833,,
24325,154021,241205016,79,4,롯데씨네마.향남부영7,233002504,55381.0,화성시,37.11456670000001,126.9108667,,
24326,154022,241205016,79,5,향남부영3단지,233002412,55287.0,화성시,37.1195333,126.91255,,
24327,154023,241205016,79,6,향남주공1.2단지,233002410,55285.0,화성시,37.1190167,126.91446670000002,,
24328,154024,241205016,79,7,방축리,233000618,37281.0,화성시,37.1200333,126.91866670000002,,
24329,154025,241205016,79,8,단독주택단지,233002106,55081.0,화성시,37.12425,126.9201833,,
24330,154026,241205016,79,9,신영지웰,233002104,55080.0,화성시,37.1278,126.9210167,,
24331,154027,241205016,79,10,화성소방서.향남홈플러스,233001860,37903.0,화성시,37.13055,126.92135,,
24332,154028,241205016,79,11,향남읍행정복지센터,233000633,37288.0,화성시,37.1317667,126.91915,,
24333,154029,241205016,79,12,화성중앙병원.발안초등학교,233001026,37269.0,화성시,37.1311833,126.9115,,
24334,154030,241205016,79,13,발안사거리.평리,233001565,37625.0,화성시,37.1314667,126.91048329999998,,
24335,154031,241205016,79,14,발안삼거리,233001864,37912.0,화성시,37.1347667,126.91145,,
24336,154032,241205016,79,15,화성종합경기타운사거리,233002099,55095.0,화성시,37.1341333,126.92126670000002,,
24337,154033,241205016,79,16,향남홈플러스,233002326,55151.0,화성시,37.1313667,126.92235,,
24338,154034,241205016,79,17,대방노블랜드,233001957,37958.0,화성시,37.13095,126.9251833,,
24339,154035,241205016,79,18,행정리,233002242,55129.0,화성시,37.1306667,126.92816670000002,,
24340,154036,241205016,79,19,백토리상공회의소,233001711,37689.0,화성시,37.1305333,126.9304,,
24342,154038,241205016,79,21,안골목장,233001951,37980.0,화성시,37.1226833,126.9394167,,
24343,154039,241205016,79,22,향남초등학교,233001239,36800.0,화성시,37.1187833,126.94223329999998,,
24344,154040,241205016,79,23,백토리사거리,233000623,36748.0,화성시,37.1176,126.9438167,,
24345,154041,241205016,79,24,화리현리,233001694,37716.0,화성시,37.1133833,126.93483329999998,,
24346,154042,241205016,79,25,양석골,233001107,37306.0,화성시,37.1106667,126.93026670000002,,
24347,154043,241205016,79,26,상두리맹산,233002378,55259.0,화성시,37.1057333,126.9351,,
24348,154044,241205016,79,27,대양1리.포도원,233000616,36087.0,화성시,37.1007167,126.9373667,,
24349,154045,241205016,79,28,상두리입구,233001105,36094.0,화성시,37.09745,126.9390667,,
24350,154046,241205016,79,29,대양1리,233000006,36093.0,화성시,37.0955667,126.9393167,,
24351,154047,241205016,79,30,대양4리,233000005,36105.0,화성시,37.0902833,126.9419667,,
24352,154048,241205016,79,31,대양2리,233000004,36108.0,화성시,37.0864167,126.9424833,,
24353,154049,241205016,79,32,신왕리,233001100,36778.0,화성시,37.0833333,126.9442167,,
24354,154050,241205016,79,33,양감보건소,233001824,37794.0,화성시,37.0817667,126.945,,
24355,154051,241205016,79,34,양감농협,233000023,36121.0,화성시,37.08105,126.94695,,
24356,154052,241205016,79,35,양감초중교,233001792,37987.0,화성시,37.0807167,126.9504667,,
24357,154053,241205016,79,36,양감초등학교.중학교,233001099,36126.0,화성시,37.08005,126.9522667,,
24358,154054,241205016,79,37,독줄입구,233000022,36132.0,화성시,37.0778833,126.95375,,
24359,154055,241205016,79,38,신왕공단,233001096,36145.0,화성시,37.0768167,126.9607,,
24360,154056,241205016,79,39,솔안고개,233001094,36150.0,화성시,37.07535,126.9637167,,
24361,154057,241205016,79,40,솔안,233001183,37596.0,화성시,37.07655,126.96908329999998,,
24362,154058,241205016,79,41,용소2리,233001989,37963.0,화성시,37.07261670000001,126.97688329999998,,
24364,154059,241205016,79,42,용소3리,233000020,36162.0,화성시,37.0793167,126.97041670000002,,
24365,154060,241205016,79,43,경모목장,233001091,36779.0,화성시,37.0856,126.9705333,,
24366,154061,241205016,79,44,사창4리,233000019,36170.0,화성시,37.0892167,126.9718667,,
24367,154062,241205016,79,45,경기도종합사격장,233000171,55462.0,화성시,37.0926167,126.95695,,
24368,154063,241205016,79,46,사창4리,233000027,36167.0,화성시,37.0890167,126.9716333,,
24369,154064,241205016,79,47,경모목장,233000026,36791.0,화성시,37.0857167,126.97041670000002,,
24370,154065,241205016,79,48,용소3리,233001092,36160.0,화성시,37.0793333,126.9703333,,
24371,154066,241205016,79,49,용소2리,233001989,37963.0,화성시,37.07261670000001,126.97688329999998,,
24373,154067,241205016,79,50,솔안슈퍼,233001182,36155.0,화성시,37.0768833,126.9694167,,
24374,154068,241205016,79,51,솔안고개,233001095,36151.0,화성시,37.0754167,126.9637333,,
24375,154069,241205016,79,52,신왕공단,233001097,36144.0,화성시,37.0769,126.9607333,,
24376,154070,241205016,79,53,신왕2리.독줄입구,233001098,36133.0,화성시,37.0776167,126.9540833,,
24377,154071,241205016,79,54,신왕3리.양감초등학교,233000025,36127.0,화성시,37.0801,126.9523667,,
24378,154072,241205016,79,55,양감초등학교.중학교,233001788,37856.0,화성시,37.0808167,126.9504833,,
24379,154073,241205016,79,56,양감농협,233000024,36120.0,화성시,37.08115,126.9469,,
24380,154074,241205016,79,57,양감면행정복지센터,233001101,36777.0,화성시,37.0817833,126.94513329999998,,
24381,154075,241205016,79,58,대양2리,233000007,36107.0,화성시,37.0868,126.94261670000002,,
24382,154076,241205016,79,59,대양4리,233001102,36106.0,화성시,37.0903,126.9421,,
24383,154077,241205016,79,60,대양1리,233001103,36096.0,화성시,37.09545,126.9394167,,
24384,154078,241205016,79,61,상두리입구,233001104,36098.0,화성시,37.0974833,126.9392,,
24385,154079,241205016,79,62,대양1리.포도원,233000620,36088.0,화성시,37.1008833,126.93746670000002,,
24386,154080,241205016,79,63,상두리맹산,233002379,55260.0,화성시,37.1058,126.9351833,,
24387,154081,241205016,79,64,양석골,233001106,37307.0,화성시,37.11075,126.9303833,,
24388,154082,241205016,79,65,화리현리,233001480,37559.0,화성시,37.1132667,126.93496670000002,,
24389,154083,241205016,79,66,백토1리,233000625,37465.0,화성시,37.1176833,126.94383329999998,,
24390,154084,241205016,79,67,향남초등학교,233000624,36747.0,화성시,37.1186833,126.9424833,,
24391,154085,241205016,79,68,안골목장,233001952,37981.0,화성시,37.1227667,126.9394833,,
24393,154087,241205016,79,70,백토리상공회의소,233001389,37545.0,화성시,37.1306833,126.93026670000002,,
24394,154088,241205016,79,71,행정리,233001022,37303.0,화성시,37.13085,126.92811670000002,,
24395,154089,241205016,79,72,상록하늘채,233001956,37957.0,화성시,37.1311167,126.9252167,,
24396,154090,241205016,79,73,향남홈플러스,233002360,55252.0,화성시,37.1315833,126.9223833,,
24397,154091,241205016,79,74,향남환승터미널,233002102,37287.0,화성시,37.1328,126.9215667,,
24398,154092,241205016,79,75,화성종합경기타운사거리,233002100,55079.0,화성시,37.13415,126.92168329999998,,
24399,154093,241205016,79,76,KEB하나은행발안지점,233001934,37940.0,화성시,37.1333667,126.9107833,,
24400,154094,241205016,79,77,발안초등학교,233000632,37464.0,화성시,37.1310333,126.9121667,,
24401,154095,241205016,79,78,향남읍행정복지센터,233001023,37289.0,화성시,37.1315333,126.91975,,
24402,154096,241205016,79,79,화성소방서.향남홈플러스,233001955,37991.0,화성시,37.1305,126.92095,,
24403,154097,241205016,79,80,에일린의뜰,233002103,55084.0,화성시,37.1278667,126.9206167,,
24404,154098,241205016,79,81,단독주택단지,233002105,55085.0,화성시,37.1243333,126.9198667,,
24405,154099,241205016,79,82,방축리,233001109,37280.0,화성시,37.12,126.9183667,,
24406,154100,241205016,79,83,향남주공1.2단지,233002411,55286.0,화성시,37.1188167,126.91585,,
24408,154102,241205016,79,85,향남부영3단지,233002413,55288.0,화성시,37.11895,126.9115833,,
24409,154103,241205016,79,86,향남부영7.롯데씨네마,233002414,55289.0,화성시,37.1143167,126.91105,,
24410,154104,241205016,79,87,향남모아8단지,233002478,55319.0,화성시,37.11335,126.91445,,
24411,154105,241205016,79,88,향남부영10.11단지,233002409,24434.0,화성시,37.11051670000001,126.91965,,
24412,154106,241205017,80,1,향남부영10.11단지,233002408,55284.0,화성시,37.1105833,126.9193667,,
24413,154107,241205017,80,2,향남부영11단지,233002481,55320.0,화성시,37.1095,126.91518329999998,,
24414,154108,241205017,80,3,향남모아8단지,233002415,55290.0,화성시,37.11375,126.9137833,,
24415,154109,241205017,80,4,롯데씨네마.향남부영7,233002504,55381.0,화성시,37.11456670000001,126.9108667,,
24416,154110,241205017,80,5,하길중학교,233002479,55370.0,화성시,37.1131,126.9081167,,
24417,154111,241205017,80,6,향남주공5단지입구,233002505,55382.0,화성시,37.1141167,126.90536670000002,,
24418,154112,241205017,80,7,하길초등학교,233001170,36435.0,화성시,37.11565,126.9052667,,
24419,154113,241205017,80,8,향남주공5단지,233002468,55369.0,화성시,37.1167,126.9080333,,
24420,154114,241205017,80,9,향남부영3단지,233002412,55287.0,화성시,37.1195333,126.91255,,
24421,154115,241205017,80,10,향남주공1.2단지,233002410,55285.0,화성시,37.1190167,126.91446670000002,,
24422,154116,241205017,80,11,방축리,233000618,37281.0,화성시,37.1200333,126.91866670000002,,
24423,154117,241205017,80,12,단독주택단지,233002106,55081.0,화성시,37.12425,126.9201833,,
24424,154118,241205017,80,13,신영지웰,233002104,55080.0,화성시,37.1278,126.9210167,,
24425,154119,241205017,80,14,화성소방서.향남홈플러스,233001860,37903.0,화성시,37.13055,126.92135,,
24426,154120,241205017,80,15,향남읍행정복지센터,233000633,37288.0,화성시,37.1317667,126.91915,,
24427,154121,241205017,80,16,화성중앙병원.발안초등학교,233001026,37269.0,화성시,37.1311833,126.9115,,
24428,154122,241205017,80,17,발안사거리.평리,233001565,37625.0,화성시,37.1314667,126.91048329999998,,
24429,154123,241205017,80,18,발안삼거리,233001864,37912.0,화성시,37.1347667,126.91145,,
24430,154124,241205017,80,19,화성종합경기타운사거리,233002099,55095.0,화성시,37.1341333,126.92126670000002,,
24431,154125,241205017,80,20,향남홈플러스,233002326,55151.0,화성시,37.1313667,126.92235,,
24432,154126,241205017,80,21,대방노블랜드,233001957,37958.0,화성시,37.13095,126.9251833,,
24433,154127,241205017,80,22,행정리,233002242,55129.0,화성시,37.1306667,126.92816670000002,,
24434,154128,241205017,80,23,백토리상공회의소,233001711,37689.0,화성시,37.1305333,126.9304,,
24435,154129,241205017,80,24,관리고개,233001021,37311.0,화성시,37.1338833,126.94043329999998,,
24436,154130,241205017,80,25,관리입구,233000630,37317.0,화성시,37.1316,126.94755,,
24437,154131,241205017,80,26,동오사거리,233000629,37322.0,화성시,37.1308,126.9509333,,
24438,154132,241205017,80,27,동오리종점,233001607,37651.0,화성시,37.1338167,126.954,,
24439,154133,241205017,80,28,문학주유소,233001606,37653.0,화성시,37.1437833,126.95955,,
24440,154134,241205017,80,29,문학1리,233001576,36149.0,화성시,37.15245,126.96315,,
24441,154135,241205017,80,30,문학리,233001580,36703.0,화성시,37.1554333,126.9661167,,
24442,154136,241205017,80,31,정남행정복합센터,233002122,55094.0,화성시,37.1611833,126.97168329999998,,
24444,154137,241205017,80,32,신라주유소앞,233001822,37878.0,화성시,37.16255,126.9757167,,
24445,154138,241205017,80,33,신리앞,233001823,37862.0,화성시,37.1632167,126.9780333,,
24447,154140,241205017,80,35,정남초등학교,233000655,36238.0,화성시,37.16765,126.9839,,
24448,154141,241205017,80,36,정남도서관,233000654,36231.0,화성시,37.1688,126.98335,,
24449,154142,241205017,80,37,정남농협,233001122,36843.0,화성시,37.17086670000001,126.9835,,
24450,154143,241205017,80,38,정남파출소,233000653,36240.0,화성시,37.1732667,126.9840333,,
24451,154144,241205017,80,39,왕재고개,233000652,36259.0,화성시,37.17621670000001,126.9863833,,
24452,154145,241205017,80,40,빼골,233000651,36261.0,화성시,37.1799833,126.98835,,
24453,154146,241205017,80,41,괘랑2리.차운혁충신정려문,233000650,36275.0,화성시,37.18275,126.9933,,
24454,154147,241205017,80,42,새터말,233000649,36277.0,화성시,37.1831667,126.9971833,,
24455,154148,241205017,80,43,앞말,233000648,36283.0,화성시,37.18375,127.0020333,,
24456,154149,241205017,80,44,뱅뱅이,233000647,36292.0,화성시,37.1867,127.00521670000002,,
24457,154150,241205017,80,45,돌고지,233000646,36293.0,화성시,37.19415,127.0056833,,
24458,154151,241205017,80,46,한강CM,233001330,36295.0,화성시,37.1959,127.0066,,
24459,154152,241205017,80,47,신한미지엔아파트앞,233000645,36304.0,화성시,37.1999167,127.0086,,
24460,154153,241205017,80,48,북촌말입구,233000644,36311.0,화성시,37.2026833,127.0136,,
24461,154154,241205017,80,49,송산동입구,233000643,36315.0,화성시,37.2055667,127.0172,,
24462,154155,241205017,80,50,동문아파트,233000642,36327.0,화성시,37.2054,127.02225,,
24463,154156,241205017,80,51,진안5통.병점육교,233000696,36336.0,화성시,37.2087333,127.03041670000002,,
24464,154157,241205017,80,52,병점역후문,233000695,36338.0,화성시,37.2069,127.03163329999998,,
24465,154158,241205017,80,53,유엔아이,233001921,37933.0,화성시,37.20325,127.0340833,,
24466,154159,241205017,80,54,한일타운아파트,233000097,36348.0,화성시,37.20025,127.03755,,
24467,154160,241205017,80,55,신창미션힐.송화초교,233000101,36350.0,화성시,37.2033,127.03855,,
24468,154161,241205017,80,56,병점역사거리,233000702,36345.0,화성시,37.2069167,127.0356333,,
24469,154162,241205017,80,57,홈플러스.벌말초교,233000100,36351.0,화성시,37.2033,127.03813329999998,,
24470,154163,241205017,80,58,한일타운아파트,233000098,36349.0,화성시,37.2003333,127.0377,,
24471,154164,241205017,80,59,유엔아이,233001920,37935.0,화성시,37.20385,127.03383329999998,,
24472,154165,241205017,80,60,병점역후문,233000701,36339.0,화성시,37.2068667,127.0318333,,
24473,154166,241205017,80,61,진안5통.병점육교,233000950,36337.0,화성시,37.2089833,127.03043329999998,,
24474,154167,241205017,80,62,안용중학교.현충탑,233000670,36328.0,화성시,37.2055667,127.02191670000002,,
24475,154168,241205017,80,63,송산동입구,233000669,36318.0,화성시,37.20585,127.0177833,,
24476,154169,241205017,80,64,안녕동,233000668,36313.0,화성시,37.2037,127.01425,,
24477,154170,241205017,80,65,신한미지엔아파트앞,233000667,36305.0,화성시,37.20035,127.00915,,
24478,154171,241205017,80,66,한강CM,233001329,36294.0,화성시,37.19665,127.0066833,,
24479,154172,241205017,80,67,돌고지,233000666,36290.0,화성시,37.1936167,127.0052833,,
24480,154173,241205017,80,68,뱅뱅이,233001128,36291.0,화성시,37.18675,127.00505,,
24481,154174,241205017,80,69,앞말,233001127,36282.0,화성시,37.1835667,127.0014167,,
24482,154175,241205017,80,70,새터말,233000665,36276.0,화성시,37.1835333,126.9962,,
24483,154176,241205017,80,71,괘랑2리.차운혁충신정려문,233001126,36274.0,화성시,37.1828333,126.99315,,
24484,154177,241205017,80,72,빼골,233001125,36260.0,화성시,37.1800333,126.98825,,
24485,154178,241205017,80,73,왕재고개,233000664,36254.0,화성시,37.1761833,126.98623329999998,,
24486,154179,241205017,80,74,정남파출소,233001124,36243.0,화성시,37.1734167,126.9840167,,
24487,154180,241205017,80,75,정남농협,233000663,36234.0,화성시,37.1698167,126.98328329999998,,
24488,154181,241205017,80,76,정남도서관,233001582,36698.0,화성시,37.16825,126.98336670000002,,
24489,154182,241205017,80,77,정남초등학교,233000661,36237.0,화성시,37.1677167,126.9836,,
24491,154184,241205017,80,79,신리앞,233001818,37859.0,화성시,37.1631167,126.97736670000002,,
24492,154185,241205017,80,80,정남행정복합센터,233002123,55097.0,화성시,37.1615167,126.9726833,,
24493,154186,241205017,80,81,문학리,233001221,36790.0,화성시,37.15615,126.9663833,,
24494,154187,241205017,80,82,문학1리,233000612,36739.0,화성시,37.1527,126.96323329999998,,
24495,154188,241205017,80,83,문학주유소,233001605,37652.0,화성시,37.1442167,126.9594,,
24496,154189,241205017,80,84,효원납골공원,233001819,37860.0,화성시,37.14215,126.9582667,,
24497,154190,241205017,80,85,동오리종점,233001820,37861.0,화성시,37.1337833,126.95385,,
