,Unnamed: 0,seq,pr_station_id,bus_line_no,bus_line_no_seq,station_nm,station_id,mobile_no,표준정류장ID,시군명,WGS84위도,WGS84경도
2205324,16152,164080,241317009,39,4,동탄2아이파크2단지,233003168,55565.0,233003168,화성시,37.16002916,127.1203015
2205356,16156,164081,241317009,39,5,동탄2아이파크1단지,233003167,55564.0,233003167,화성시,37.16139717,127.1199581
2205388,16160,164082,241317009,39,6,레이크반도9차,233003166,55563.0,233003166,화성시,37.16203687,127.1162733
2205420,16163,164177,241317011,H3,7,서연중.동탄8고,233002953,37005.0,233002953,화성시,37.16154967,127.11172250000001
2205428,16165,164178,241317011,H3,8,금호어울림레이크,233000428,55662.0,233000428,화성시,37.16191863,127.10886740000001
2205440,16176,164217,241317011,H3,47,금호어울림레이크,233002445,55661.0,233002445,화성시,37.16191863,127.10886740000001
2205452,16178,164218,241317011,H3,48,서연중.동탄8고,233002952,37004.0,233002952,화성시,37.16154967,127.11172250000001
2205460,16181,164116,241317009,39,40,레이크반도9차,233003133,55529.0,233003133,화성시,37.1619167,127.11621670000001
2205492,16185,164117,241317009,39,41,동탄2아이파크1단지,233003134,55530.0,233003134,화성시,37.1613167,127.11946670000002
2205524,16189,164118,241317009,39,42,동탄2아이파크2단지,233003135,55531.0,233003135,화성시,37.16005,127.12001670000001
2205556,16194,164083,241317009,39,7,호반6차,233003129,55525.0,233003129,화성시,37.1572333,127.11251670000001
2205628,16200,190221,241485041,13-1,41,향남주공18단지,233002472,55481.0,233002472,화성시,37.098833299999995,126.89766670000002
2205788,16205,190222,241485041,13-1,42,향남부영16단지,233002473,55483.0,233002473,화성시,37.1039167,126.89778329999999
2205948,16210,153920,241205014,77,14,향남부영7.롯데씨네마,233002414,55289.0,233002414,화성시,37.1143167,126.91105
2206284,16217,153921,241205014,77,15,향남모아8단지,233002478,55319.0,233002478,화성시,37.11335,126.91445
2206914,16224,93021,233000264,2000B,40,향남주공2단지,233001108,37284.0,233001108,화성시,37.1168,126.91756670000001
2207134,16229,190204,241485041,13-1,24,향남부영16단지,233002470,55482.0,233002470,화성시,37.1039167,126.89751670000001
2207294,16234,190205,241485041,13-1,25,향남주공18단지,233002471,55480.0,233002471,화성시,37.0991167,126.89718329999998
2207454,16244,189269,241485006,12,10,마곡마을입구,233002510,55387.0,233002510,화성시,37.1641667,126.90048329999999
2211822,16257,189271,241485006,12,12,구장사거리.공구상가,233001032,37223.0,233001032,화성시,37.1690833,126.89241670000001
2213046,16266,189272,241485006,12,13,하피랜드,233002161,55176.0,233002161,화성시,37.1692167,126.88856670000001
2214270,16275,189273,241485006,12,14,율암삼거리,233001034,37204.0,233001034,화성시,37.167,126.88135
2215494,16284,189274,241485006,12,15,율암드림마트앞,233002770,55642.0,233002770,화성시,37.1638,126.8759667
2215590,16288,189275,241485006,12,16,대방초교,233002772,55644.0,233002772,화성시,37.1622167,126.8694
2215686,16292,189276,241485006,12,17,명인제약,233002774,55646.0,233002774,화성시,37.1599833,126.86678329999998
2215782,16296,189277,241485006,12,18,노화1리,233002613,36854.0,233002613,화성시,37.1573333,126.86735
2215878,16300,189278,241485006,12,19,노하2리,233002619,36930.0,233002619,화성시,37.1577,126.86216670000002
2215974,16304,189279,241485006,12,20,정미소앞,233002620,36929.0,233002620,화성시,37.1592167,126.85965
2216106,16308,189280,241485006,12,21,노하3리,233002642,37519.0,233002642,화성시,37.158866700000004,126.85493329999998
2216202,16312,189281,241485006,12,22,노하3리.백미정,233002643,37547.0,233002643,화성시,37.1568833,126.8517
2216298,16316,189282,241485006,12,23,노하산업단지,233002839,55654.0,233002839,화성시,37.1550333,126.84758329999998
2216394,16320,188523,241483004,50-1,21,석포6리(마파지),233002863,55660.0,233002863,화성시,37.1431833,126.81643329999999
2216408,16322,189317,241485006,12,58,노하3리.백미정,233002617,36850.0,233002617,화성시,37.1568167,126.85175
2216504,16326,189318,241485006,12,59,노하3리,233002616,36851.0,233002616,화성시,37.158783299999996,126.85488329999998
2216600,16330,189319,241485006,12,60,정미소앞,233002633,37446.0,233002633,화성시,37.1591667,126.85956670000002
2216732,16334,189320,241485006,12,61,노하2리,233002615,36852.0,233002615,화성시,37.15765,126.8621
2216828,16338,189321,241485006,12,62,노화1리,233002614,36853.0,233002614,화성시,37.1572,126.86723329999998
2216924,16342,189322,241485006,12,63,명인제약,233002775,55647.0,233002775,화성시,37.16,126.86688329999998
2217020,16346,189323,241485006,12,64,대방초교,233002773,55645.0,233002773,화성시,37.1621333,126.86945
2217116,16350,189324,241485006,12,65,율암드림마트앞,233002771,55643.0,233002771,화성시,37.1637167,126.87603329999999
2217212,16354,189325,241485006,12,66,율암삼거리,233000201,37201.0,233000201,화성시,37.1668,126.88078329999999
2218164,16362,189326,241485006,12,67,하피랜드,233002160,55175.0,233002160,화성시,37.16895,126.88828329999998
2219116,16370,189327,241485006,12,68,구장사거리.공구상가,233001033,37473.0,233001033,화성시,37.1687333,126.8927
2220068,16378,189329,241485006,12,70,마곡마을입구,233002509,55386.0,233002509,화성시,37.1638667,126.90066670000002
2224436,16392,189402,241485016,10-7,12,소동촌,233000520,37257.0,233000520,화성시,37.1607333,126.90801670000002
2224492,16394,92985,233000264,2000B,4,롤링힐스,233002166,55603.0,233002166,화성시,37.19187677,126.83959840000001
2226692,16404,92992,233000264,2000B,11,온석2통,233002836,55652.0,233002836,화성시,37.170533299999995,126.84688329999999
2226708,16406,92994,233000264,2000B,13,현대연구소입구,233002844,55659.0,233002844,화성시,37.162716700000004,126.84546670000002
2226762,16409,92995,233000264,2000B,14,노하할인마트,233002842,55657.0,233002842,화성시,37.157816700000005,126.8490167
2226890,16413,92996,233000264,2000B,15,노하산업단지,233002840,55655.0,233002840,화성시,37.1550333,126.84723329999998
2227018,16417,93003,233000264,2000B,22,화성제일병원,233002788,55651.0,233002788,화성시,37.12775,126.86021670000001
2227038,16419,93004,233000264,2000B,23,팔탄전자앞,233002787,55650.0,233002787,화성시,37.1294167,126.86131670000002
2227058,16421,93005,233000264,2000B,24,안덕우리,233002786,55649.0,233002786,화성시,37.1366333,126.8633333
2227078,16423,93006,233000264,2000B,25,덕우리.구운말,233002785,55648.0,233002785,화성시,37.1386,126.86315
2227086,16425,93011,233000264,2000B,30,화성종합경기타운사거리,233002099,55095.0,233002099,화성시,37.134133299999995,126.92126670000002
2227446,16431,93027,233000264,2000B,46,화성종합경기타운사거리,233002100,55079.0,233002100,화성시,37.13415,126.92168329999998
2227806,16437,93046,233000264,2000B,65,노하할인마트,233002841,55656.0,233002841,화성시,37.1578,126.84916670000001
2227934,16441,93047,233000264,2000B,66,현대연구소입구,233002843,55658.0,233002843,화성시,37.1622333,126.8465
2227988,16444,93049,233000264,2000B,68,온석2통,233002837,55653.0,233002837,화성시,37.1705833,126.84706670000001
2228004,16448,163808,241317002,19,18,나루마을.월드반도,233001448,36678.0,233001448,화성시,37.1908,127.07651670000001
2228130,16456,154604,241205023,H5,63,솔빛마을.서해.쌍용아파트,233001450,36680.0,233001450,화성시,37.1958167,127.06963329999999
2228298,16466,154550,241205023,H5,9,새강마을.휴먼시아,233001452,37584.0,233001452,화성시,37.195666700000004,127.0692
2228522,16473,163830,241317002,19,40,나루마을.한화꿈에그린2차,233001713,37745.0,233001713,화성시,37.191283299999995,127.07451670000002
2228648,16497,93158,233000267,28,1,산호아파트,233001362,37524.0,233001362,화성시,37.0749833,126.81686670000002
2228656,16499,93178,233000268,200,1,반도10차,233003174,55701.0,233003174,화성시,37.166444399999996,127.1271959
2228756,16504,93180,233000268,200,3,서희스타힐스.호수부영1차,233002027,55586.0,233002027,화성시,37.17191597,127.11741470000001
2228774,16507,93181,233000268,200,4,중흥클래스에듀,233000432,55666.0,233000432,화성시,37.17341486,127.11415919999999
2228798,16510,93182,233000268,200,5,금강팬테리움2차,233003046,55577.0,233003046,화성시,37.1773667,127.11451670000001
2228882,16514,93183,233000268,200,6,왕배초.금강,233002289,37112.0,233002289,화성시,37.18041659,127.11144479999999
2228900,16517,93184,233000268,200,7,센트럴힐즈.금강,233000120,36409.0,233000120,화성시,37.1815167,127.10951670000001
2228948,16521,93185,233000268,200,8,반도유보라,233003049,55412.0,233003049,화성시,37.1813,127.1051833
2229092,16525,93205,233000268,200,28,밀알교회,233002033,55016.0,233002033,화성시,37.2141667,127.0528
2229140,16529,93206,233000268,200,29,주공6단지입구,233001739,37795.0,233001739,화성시,37.2117,127.05025
2229167,16532,93220,233000268,200,43,주공6단지.신미주아파트,233002560,55638.0,233002560,화성시,37.2119833,127.05071670000001
2229194,16535,93229,233000268,200,52,메타폴리스,233001678,37733.0,233001678,화성시,37.2053667,127.07073329999999
2229439,16542,93241,233000268,200,64,반도유보라,233003048,55411.0,233003048,화성시,37.1812167,127.10495
2229583,16546,93242,233000268,200,65,금강.센트럴힐즈,233000124,55400.0,233000124,화성시,37.1814667,127.10901670000001
2229643,16550,93243,233000268,200,66,금강.왕배초,233001900,37072.0,233001900,화성시,37.1802953,127.1113081
2229667,16553,93244,233000268,200,67,호반베르디움3차,233000126,55402.0,233000126,화성시,37.17945,127.11456670000001
2229763,16557,93245,233000268,200,68,금강팬테리움2차,233003047,55578.0,233003047,화성시,37.1770833,127.1145
2229805,16560,93246,233000268,200,69,중흥클래스에듀,233000431,55665.0,233000431,화성시,37.17341486,127.11415919999999
2229829,16563,93247,233000268,200,70,호수부영1차.서희스타힐스,233002038,55587.0,233002038,화성시,37.17164995,127.1173092
2229847,16566,93249,233000268,200,72,세정초,233002288,37086.0,233002288,화성시,37.16763048,127.1248389
2229859,16573,153576,241205008,9-1,31,상봉초등학교,233001660,37763.0,233001660,화성시,37.21835,126.95381670000002
2229925,16578,153481,241205003,7-1,56,동문아파트.협성대학교.봉담중고교,233001617,37681.0,233001617,화성시,37.2174167,126.9524
2229991,16624,189388,241485015,10-6,48,바다마트,233001769,37809.0,233001769,화성시,37.1355833,126.9109
2235511,16662,189782,241485024,36-3,7,상신초교입구,233003185,37810.0,233003185,화성시,37.09857964,126.90242930000001
2235895,16671,190338,241485045,36A,10,하길4리입구,233002520,55074.0,233002520,화성시,37.0839833,126.91255
2236051,16676,189785,241485024,36-3,10,구문천리.돌래,233002518,55072.0,233002518,화성시,37.079266700000005,126.91311670000002
2236345,16683,189788,241485024,36-3,13,요당3리,233002661,37867.0,233002661,화성시,37.07135,126.91338329999999
2236534,16690,189789,241485024,36-3,14,요당2리,233002635,37961.0,233002635,화성시,37.0657833,126.91465
2236828,16748,189790,241485024,36-3,15,요당2리,233001944,37964.0,233001944,화성시,37.0667667,126.91585
2237122,16755,189791,241485024,36-3,16,요당3리,233002792,55069.0,233002792,화성시,37.071516700000004,126.91498329999999
2237311,16762,189792,241485024,36-3,17,구문천리.돌래,233002517,55071.0,233002517,화성시,37.07915,126.91333329999999
2237605,16769,189793,241485024,36-3,18,하길4리입구,233002519,55073.0,233002519,화성시,37.08355,126.9132167
2237878,16788,189419,241485016,10-7,29,덕우공단입구,233003180,55712.0,233003180,화성시,37.16086766,126.91571529999999
2237886,16790,189421,241485016,10-7,31,청호인재개발원,233003183,55715.0,233003183,화성시,37.161618,126.91196770000002
2237922,16793,189422,241485016,10-7,32,소동촌,233003181,55713.0,233003181,화성시,37.160737899999994,126.90798659999999
2237964,16796,189403,241485016,10-7,13,청호인재개발원,233003182,55714.0,233003182,화성시,37.161618,126.91196770000002
2238000,16799,189405,241485016,10-7,15,덕우공단입구,233003179,55711.0,233003179,화성시,37.16086766,126.91571529999999
2238008,16801,189406,241485016,10-7,16,덕우저수지,233000519,36061.0,233000519,화성시,37.16505,126.9228
2238014,16802,93678,233000275,H6005,2,리베라CC(경유),277104282,,277104282,화성시,,
2238015,16803,93679,233000275,H6005,3,동탄초교(경유),277100615,,277100615,화성시,37.18694473,127.0926346
2238017,16804,93680,233000275,H6005,4,탄요유적공원삼거리(경유),277102395,,277102395,화성시,37.20145,126.98396670000001
2238018,16805,93681,233000275,H6005,5,반송초교사거리(경유),277104279,,277104279,화성시,,
2238019,16806,93682,233000275,H6005,6,서동탄역사거리(경유),277101785,,277101785,화성시,37.220716700000004,127.02003329999998
2238020,16807,93683,233000275,H6005,7,화성벌말초(경유),277101926,,277101926,화성시,,
2238021,16808,93686,233000275,H6005,10,화성벌말초(경유),277102014,,277102014,화성시,37.2327667,127.0364
2238022,16809,93687,233000275,H6005,11,서동탄역사거리(경유),277101822,,277101822,화성시,37.20715,126.81935
2238023,16810,93688,233000275,H6005,12,반송초교사거리(경유),277104280,,277104280,화성시,,
2238024,16811,93689,233000275,H6005,13,탄요유적공원삼거리(경유),277102692,,277102692,화성시,37.0736,126.94418329999999
2238025,16812,93690,233000275,H6005,14,동탄초교(경유),277100614,,277100614,화성시,37.18694473,127.0926346
2238027,16813,93691,233000275,H6005,15,리베라CC(경유),277104281,,277104281,화성시,,
2238028,16830,93834,233000281,205,2,목동초.베라체,233003154,55551.0,233003154,화성시,37.19009806,127.12462690000001
2238068,16835,93835,233000281,205,3,이편한동탄,233003156,55553.0,233003156,화성시,37.19023715,127.1260923
2238118,16840,93836,233000281,205,4,목동중.금강4차,233003157,55554.0,233003157,화성시,37.18915812,127.1271491
2238158,16845,93837,233000281,205,5,한신더휴,233003159,55556.0,233003159,화성시,37.18660242,127.1264284
2238268,16850,93838,233000281,205,6,호반베르디움5차,233003161,55558.0,233003161,화성시,37.18383001,127.1252801
2238318,16924,93904,233000281,205,72,르파비스,233003162,55559.0,233003162,화성시,37.1834925,127.1253452
2238426,16930,93905,233000281,205,73,경남아너스빌,233003160,55557.0,233003160,화성시,37.18648684,127.12654520000001
2238552,16936,93906,233000281,205,74,금강4차.목동중,233003158,55555.0,233003158,화성시,37.188953399999995,127.1273382
2238624,16942,93907,233000281,205,75,베라체.이편한,233003155,55552.0,233003155,화성시,37.19039834,127.1261166
2238732,16948,93908,233000281,205,76,베라체.목동초,233003044,55550.0,233003044,화성시,37.1901833,127.12455
2238804,16994,93839,233000281,205,7,신리입구,233003045,55576.0,233003045,화성시,37.18035,127.12418329999998
2238868,16998,93840,233000281,205,8,호반3차.창의고,233002006,55445.0,233002006,화성시,37.1797833,127.11893329999998
2238948,17002,93841,233000281,205,9,호반베르디움3차,233000125,55401.0,233000125,화성시,37.1795667,127.11423329999998
2238996,17005,93902,233000281,205,70,호반3차.창의고,233002373,55444.0,233002373,화성시,37.1796333,127.11883329999999
2239146,17010,93903,233000281,205,71,신리입구,233003050,55579.0,233003050,화성시,37.1799333,127.1242667
2239266,19531,163832,241317002,19,42,에일린의뜰.중흥S클래스에코밸리,233002499,55410.0,233002499,화성시,37.186916700000005,127.0867833
2239506,19537,163833,241317002,19,43,행복주택,233002497,55409.0,233002497,화성시,37.1866167,127.09181670000001
2239730,19544,163898,241317004,19-1,49,동탄초교,233002494,37003.0,233002494,화성시,37.1881333,127.09293329999998
2239970,19549,165961,241324001,17,23,반도5차,233001625,37687.0,233001625,화성시,37.196433299999995,127.09291670000002
2239990,19551,165962,241324001,17,24,업무복합부지,233001632,55494.0,233001632,화성시,37.1993333,127.09291670000002
2239998,19553,165963,241324001,17,25,반도6차,233001631,55493.0,233001631,화성시,37.203933299999996,127.09295
2240010,19555,165964,241324001,17,26,치동초등학교,233001636,37672.0,233001636,화성시,37.2079667,127.0929
2240018,19558,165971,241324001,17,33,치동초등학교,233001635,55496.0,233001635,화성시,37.2079667,127.09253329999999
2240026,19560,165972,241324001,17,34,반도6차,233001629,55492.0,233001629,화성시,37.2037167,127.0926
2240038,19562,165973,241324001,17,35,업무복합부지,233001634,55495.0,233001634,화성시,37.199116700000005,127.09255
2240046,19564,165974,241324001,17,36,반도5차,233001628,55491.0,233001628,화성시,37.1963667,127.09255
2240066,19567,163869,241317004,19-1,20,동탄초교,233002495,55403.0,233002495,화성시,37.1874833,127.0926
2240306,19573,163806,241317002,19,16,행복주택,233002496,55404.0,233002496,화성시,37.1869,127.09141670000001
2240530,19580,163807,241317002,19,17,에일린의뜰.중흥S클래스에코밸리,233002498,55405.0,233002498,화성시,37.1871833,127.08693329999998
2240770,20748,163801,241317002,19,11,하우스디더레이크.우미린,233002262,55476.0,233002262,화성시,37.1726333,127.10548329999999
2240794,20752,163802,241317002,19,12,방교초.레이크자이더테라스,233002261,55475.0,233002261,화성시,37.17265,127.10135
2240834,20772,163838,241317002,19,48,우미린.하우스디더레이크,233002260,55474.0,233002260,화성시,37.17235,127.10335
2240858,27110,153426,241205003,7-1,1,수원과학대학,233000913,36212.0,233000913,화성시,37.1932167,126.9798
2241978,27118,153427,241205003,7-1,2,대한적십자교육원,233002492,55447.0,233002492,화성시,37.1965,126.9817167
2242006,27125,153428,241205003,7-1,3,남산공단입구,233000610,36249.0,233000610,화성시,37.199233299999996,126.9844833
2243286,27133,153795,241205012,50,51,그린피아호텔,233000609,36229.0,233000609,화성시,37.2035167,126.98285
2243358,27137,153796,241205012,50,52,안녕3통입구,233002396,55271.0,233002396,화성시,37.2051,126.9851
2243376,27142,153457,241205003,7-1,32,기배동행정복지센터,233002726,,233002726,화성시,37.224000000000004,126.98315
2243448,27146,191611,241491008,38,63,배양2리,233002717,55455.0,233002717,화성시,37.226833299999996,126.99206670000001
2243460,27174,191550,241491008,38,2,기안1통입구,233002716,,233002716,화성시,37.2257167,126.98595
2243500,27177,153463,241205003,7-1,38,기배동행정복지센터,233002725,,233002725,화성시,37.224166700000005,126.9832
2243572,27183,153825,241205012,50,81,안녕4통입구,233002395,55270.0,233002395,화성시,37.2054,126.98541670000002
2243590,27186,153826,241205012,50,82,그린피아호텔,233000608,36228.0,233000608,화성시,37.2034333,126.98278329999998
2243725,27191,153491,241205003,7-1,66,남산공단입구,233000607,36246.0,233000607,화성시,37.1989833,126.9843
2245005,27199,153492,241205003,7-1,67,편의점,233002535,55448.0,233002535,화성시,37.1966833,126.9818
2245085,27207,153493,241205003,7-1,68,수원과학대학,233000912,36213.0,233000912,화성시,37.1932,126.97968329999999
2245337,27212,153429,241205003,7-1,4,흥법사입구,233000574,36217.0,233000574,화성시,37.20005,126.98035
2245355,27215,153430,241205003,7-1,5,수기리아랫말,233000573,36197.0,233000573,화성시,37.1993667,126.9782
2245373,27218,153431,241205003,7-1,6,호수마을,233002955,,233002955,화성시,37.1981,126.97611670000002
2245397,27221,153432,241205003,7-1,7,보통리입구,233000914,36158.0,233000914,화성시,37.1987,126.96925
2245433,27224,153433,241205003,7-1,8,수원신학교,233000572,36751.0,233000572,화성시,37.2030333,126.96441670000002
2245469,27227,153434,241205003,7-1,9,분천리,233002551,36139.0,233002551,화성시,37.2091167,126.95886670000002
2245473,27229,153435,241205003,7-1,10,협성대,233002557,36129.0,233002557,화성시,37.215816700000005,126.95253329999998
2245477,27231,153436,241205003,7-1,11,한신아파트,233000917,36125.0,233000917,화성시,37.2177833,126.95043329999999
2245486,27232,153441,241205003,7-1,16,하나로마트.화성고용센터,233001756,37756.0,233001756,화성시,37.217833299999995,126.95896670000002
2245511,27237,153442,241205003,7-1,17,동화휴먼시아2단지,233002016,55001.0,233002016,화성시,37.2175,126.95983329999999
2245583,27243,153443,241205003,7-1,18,동화휴먼시아3.4단지.봉담우체국,233001757,37773.0,233001757,화성시,37.2162333,126.96151670000002
2245619,27249,153445,241205003,7-1,20,효행초등학교정문,233002245,55244.0,233002245,화성시,37.215933299999996,126.96911670000001
2245667,27253,153446,241205003,7-1,21,봉담푸르지오.아이파크,233002743,55443.0,233002743,화성시,37.21305,126.96923329999998
2245763,27257,153447,241205003,7-1,22,쌍용아파트,233002742,,233002742,화성시,37.211833299999995,126.9705
2245853,27260,153448,241205003,7-1,23,동부아파트,233002740,,233002740,화성시,37.2120333,126.97185
2245907,27263,153449,241205003,7-1,24,신명아파트,233002754,,233002754,화성시,37.2131167,126.97408329999999
2245931,27265,153450,241205003,7-1,25,수원대입구,233003021,,233003021,화성시,37.21435,126.97811670000002
2246091,27270,153453,241205003,7-1,28,보보스.롯데슈퍼,233002728,,233002728,화성시,37.22225,126.97438329999999
2246127,27273,153454,241205003,7-1,29,기안중학교,233002729,,233002729,화성시,37.224683299999995,126.97678329999998
2246163,27276,153455,241205003,7-1,30,기안성당,233002731,,233002731,화성시,37.2242667,126.97815
2246199,27279,153456,241205003,7-1,31,신일해피트리후문,233002733,,233002733,화성시,37.22265,126.97898329999998
2246235,27282,153458,241205003,7-1,33,신미주아파트후문,233002718,55633.0,233002718,화성시,37.2227333,126.98513329999999
2246243,27284,153459,241205003,7-1,34,신미주아파트남문.예일유치원,233002720,55635.0,233002720,화성시,37.22055,126.98658329999999
2246251,27286,153460,241205003,7-1,35,신미주아파트,233002722,,233002722,화성시,37.219983299999996,126.9893
2246270,27287,153461,241205003,7-1,36,신미주아파트남문.예일유치원,233002721,55636.0,233002721,화성시,37.2203833,126.98706670000001
2246278,27289,153462,241205003,7-1,37,신미주아파트후문,233002719,55634.0,233002719,화성시,37.22265,126.98536670000001
2246286,27291,153464,241205003,7-1,39,신일해피트리후문,233002734,,233002734,화성시,37.22255,126.97905
2246322,27294,153465,241205003,7-1,40,기안성당,233002732,,233002732,화성시,37.2243,126.9783
2246358,27297,153466,241205003,7-1,41,기안중학교,233002730,,233002730,화성시,37.2246167,126.97651670000002
2246394,27300,153467,241205003,7-1,42,보보스.롯데슈퍼,233002727,,233002727,화성시,37.22255,126.97455
2246430,27303,153470,241205003,7-1,45,수원대입구,233003020,,233003020,화성시,37.21445,126.97811670000002
2246590,27308,153471,241205003,7-1,46,신명아파트,233002753,,233002753,화성시,37.213133299999996,126.9739
2246614,27310,153472,241205003,7-1,47,동부아파트,233002739,,233002739,화성시,37.212166700000004,126.97178329999998
2246668,27313,153473,241205003,7-1,48,쌍용아파트,233002741,55440.0,233002741,화성시,37.2120667,126.96993329999998
2246818,27318,153474,241205003,7-1,49,봉담푸르지오.아이파크,233002744,55441.0,233002744,화성시,37.2135667,126.9694
2246914,27322,153475,241205003,7-1,50,임광그대가3단지,233002246,55245.0,233002246,화성시,37.21605,126.96925
2247034,27326,153476,241205003,7-1,51,주공5단지,233002566,55449.0,233002566,화성시,37.2149833,126.96351670000001
2247412,27332,153477,241205003,7-1,52,동화초.동화휴먼시아3단지,233000951,36728.0,233000951,화성시,37.2158333,126.9621
2247448,27338,153478,241205003,7-1,53,동화휴먼시아2단지,233001615,37679.0,233001615,화성시,37.2175833,126.9600833
2247520,27344,153479,241205003,7-1,54,동화마을1단지.화성고용센터,233001616,37680.0,233001616,화성시,37.2177333,126.95858329999999
2247545,27349,153482,241205003,7-1,57,봉담호수공원.신협앞,233002084,55055.0,233002084,화성시,37.2186667,126.95048329999999
2247577,27353,153483,241205003,7-1,58,봉담한신아파트,233000570,36124.0,233000570,화성시,37.2180167,126.95015
2247609,27357,153484,241205003,7-1,59,협성대학교,233002552,36130.0,233002552,화성시,37.2156333,126.95236670000001
2247618,27360,153485,241205003,7-1,60,분천교회.분천리,233002550,36143.0,233002550,화성시,37.209,126.95871670000001
2247622,27362,153486,241205003,7-1,61,수원신학교,233000567,36752.0,233000567,화성시,37.2030333,126.96428329999999
2247658,27365,153487,241205003,7-1,62,보통리입구,233000915,36156.0,233000915,화성시,37.1985667,126.96935
2247694,27368,153488,241205003,7-1,63,호수마을,233002755,,233002755,화성시,37.1980833,126.9764
2247718,27371,153489,241205003,7-1,64,아랫말.수기리,233000566,36200.0,233000566,화성시,37.199116700000005,126.97808329999998
2247736,27374,153490,241205003,7-1,65,수기리,233000565,36214.0,233000565,화성시,37.1998333,126.97985
2247754,27379,153546,241205008,9-1,1,수영초등학교,233001869,37910.0,233001869,화성시,37.2364,126.95443329999999
2247762,27381,153547,241205008,9-1,2,수영오거리.신창아파트입구,233001867,37908.0,233001867,화성시,37.2374,126.96111670000002
2247770,27383,153567,241205008,9-1,22,임광1.2단지입구,233002256,55247.0,233002256,화성시,37.2137167,126.9733
2247782,27386,153568,241205008,9-1,23,봉담휴먼빌아파트,233002372,55251.0,233002372,화성시,37.2140333,126.96991670000001
2247794,27389,153553,241205008,9-1,8,동문아파트.협성대학교.봉담중고교,233001755,37764.0,233001755,화성시,37.217316700000005,126.95256670000002
2247849,27394,153554,241205008,9-1,9,상봉초등학교,233001610,37675.0,233001610,화성시,37.2182333,126.95396670000001
2247904,27399,153562,241205008,9-1,17,아이파크정문,233002371,55250.0,233002371,화성시,37.21385,126.9706
2247916,27402,153563,241205008,9-1,18,신명아파트,233002255,55246.0,233002255,화성시,37.21355,126.97335
2247952,27405,153582,241205008,9-1,37,수영오거리.신창아파트입구,233001866,37907.0,233001866,화성시,37.23745,126.96083329999999
2247960,27407,153583,241205008,9-1,38,수영초등학교,233001868,37909.0,233001868,화성시,37.2365333,126.95491670000001
2247968,27409,153584,241205008,9-1,39,신창아파트,233001870,37911.0,233001870,화성시,37.23655,126.95335
2247972,27411,153578,241205008,9-1,33,봉담119안전센터,233001995,37971.0,233001995,화성시,37.2196,126.94945
2247976,27418,154035,241205016,79,18,행정리,233002242,55129.0,233002242,화성시,37.1306667,126.92816670000002
2248336,27424,154036,241205016,79,19,백토리상공회의소,233001711,37689.0,233001711,화성시,37.130533299999996,126.9304
2248696,27430,154037,241205016,79,20,화성시남부복지관,233001940,37018.0,233001940,화성시,,
2248702,27433,154038,241205016,79,21,안골목장,233001951,37980.0,233001951,화성시,37.1226833,126.93941670000001
2248738,27436,154039,241205016,79,22,향남초등학교,233001239,36800.0,233001239,화성시,37.1187833,126.94223329999998
2248774,27439,154040,241205016,79,23,백토리사거리,233000623,36748.0,233000623,화성시,37.1176,126.94381670000001
2248792,27446,154131,241205017,80,26,동오사거리,233000629,37322.0,233000629,화성시,37.1308,126.95093329999999
2248888,27461,190693,241485050,11-1,106,계향2리,233000659,37571.0,233000659,화성시,37.1523833,126.98133329999999
2248892,27463,190694,241485050,11-1,107,발산리,233000658,36225.0,233000658,화성시,37.1555333,126.98191670000001
2248894,27465,190695,241485050,11-1,108,덕신상가,233001578,36227.0,233001578,화성시,37.1592167,126.98231670000001
2248902,27467,190696,241485050,11-1,109,동남아파트,233000656,36236.0,233000656,화성시,37.1635833,126.98358329999999
2248962,27469,154140,241205017,80,35,정남초등학교,233000655,36238.0,233000655,화성시,37.16765,126.9839
2249202,27521,190591,241485050,11-1,4,동남아파트,233000660,36235.0,233000660,화성시,37.163166700000005,126.98328329999998
2249262,27523,190592,241485050,11-1,5,덕신상가,233001579,36226.0,233001579,화성시,37.159183299999995,126.98211670000002
2249270,27525,190593,241485050,11-1,6,발산리,233001129,36223.0,233001129,화성시,37.1553167,126.9817167
2249272,27539,154191,241205017,80,86,동오사거리,233000635,37323.0,233000635,화성시,37.1310833,126.9515
2249368,27545,154083,241205016,79,66,백토1리,233000625,37465.0,233000625,화성시,37.117683299999996,126.94383329999998
2249404,27548,154084,241205016,79,67,향남초등학교,233000624,36747.0,233000624,화성시,37.1186833,126.94248329999999
2249440,27551,154085,241205016,79,68,안골목장,233001952,37981.0,233001952,화성시,37.1227667,126.93948329999999
2249476,27554,154086,241205016,79,69,화성시남부복지관,233001891,37023.0,233001891,화성시,,
2249482,27557,154087,241205016,79,70,백토리상공회의소,233001389,37545.0,233001389,화성시,37.1306833,126.93026670000002
2249842,27563,154088,241205016,79,71,행정리,233001022,37303.0,233001022,화성시,37.13085,126.92811670000002
2250202,27569,154090,241205016,79,73,향남홈플러스,233002360,55252.0,233002360,화성시,37.131583299999996,126.92238329999999
2250916,27575,153754,241205012,50,10,북양2리,233001231,36040.0,233001231,화성시,37.2176167,126.83581670000001
2250926,27577,153755,241205012,50,11,봉림사입구,233002163,55254.0,233002163,화성시,37.2174833,126.84100000000001
2250936,27579,153756,241205012,50,12,북양산업단지,233002402,55346.0,233002402,화성시,37.2148833,126.85215
